conversation,ground_truth,allowed_restaurant,allowed_bank,pii_entities
"I said my phone number is 415-555-1123, my email caleb.king@blueridge.com, DOB 1991-12-05, and that I live at 100 Pine St, San Francisco.","[PHONE, EMAIL, DATE/DOB, location]","[PHONE, EMAIL]","[EMAIL, PHONE, DATE/DOB]","[{""text"": ""415"", ""label"": ""CARDINAL"", ""start"": 26, ""end"": 29, ""source"": ""spacy""}, {""text"": ""DOB"", ""label"": ""ORG"", ""start"": 75, ""end"": 78, ""source"": ""spacy""}, {""text"": ""1991-12-05"", ""label"": ""DATE"", ""start"": 79, ""end"": 89, ""source"": ""spacy""}, {""text"": ""100"", ""label"": ""CARDINAL"", ""start"": 110, ""end"": 113, ""source"": ""spacy""}, {""text"": ""Pine St"", ""label"": ""LOC"", ""start"": 114, ""end"": 121, ""source"": ""spacy""}, {""text"": ""San Francisco"", ""label"": ""GPE"", ""start"": 123, ""end"": 136, ""source"": ""spacy""}, {""text"": ""caleb.king@blueridge.com"", ""label"": ""EMAIL"", ""start"": 49, ""end"": 73, ""source"": ""regex""}, {""text"": ""415-555-1123"", ""label"": ""PHONE"", ""start"": 26, ""end"": 38, ""source"": ""regex""}]"
"I told the person I'm Ella Wright, age 26, sex female, email ella.wright@aurora.dev, and my IP is 10.0.1.19.","[NAME, age, sex, EMAIL, IP]",[EMAIL],[EMAIL],"[{""text"": ""Ella Wright"", ""label"": ""PERSON"", ""start"": 22, ""end"": 33, ""source"": ""spacy""}, {""text"": ""age 26"", ""label"": ""DATE"", ""start"": 35, ""end"": 41, ""source"": ""spacy""}, {""text"": ""IP"", ""label"": ""ORG"", ""start"": 92, ""end"": 94, ""source"": ""spacy""}, {""text"": ""ella.wright@aurora.dev"", ""label"": ""EMAIL"", ""start"": 61, ""end"": 83, ""source"": ""regex""}, {""text"": ""10.0.1.19"", ""label"": ""IP_ADDRESS"", ""start"": 98, ""end"": 107, ""source"": ""regex""}]"
"I shared my SSN 345-67-8901, card ending 5510, phone 212-555-0909, and email jack.green@stellar.io.","[SSN, CREDIT_CARD, PHONE, EMAIL]","[PHONE, EMAIL]","[EMAIL, PHONE, CREDIT_CARD, SSN]","[{""text"": ""SSN"", ""label"": ""ORG"", ""start"": 12, ""end"": 15, ""source"": ""spacy""}, {""text"": ""345"", ""label"": ""CARDINAL"", ""start"": 16, ""end"": 19, ""source"": ""spacy""}, {""text"": ""5510"", ""label"": ""DATE"", ""start"": 41, ""end"": 45, ""source"": ""spacy""}, {""text"": ""212"", ""label"": ""CARDINAL"", ""start"": 53, ""end"": 56, ""source"": ""spacy""}, {""text"": ""jack.green@stellar.io"", ""label"": ""EMAIL"", ""start"": 77, ""end"": 98, ""source"": ""regex""}, {""text"": ""212-555-0909"", ""label"": ""PHONE"", ""start"": 53, ""end"": 65, ""source"": ""regex""}, {""text"": ""345-67-8901"", ""label"": ""SSN"", ""start"": 16, ""end"": 27, ""source"": ""regex""}]"
"Earlier I said my name is Lily Scott, my date of birth is 10/22/1993, my email lily.scott@quantum.dev, my phone 646-555-7733, and I live in Queens.","[NAME, DATE/DOB, EMAIL, PHONE, location]","[PHONE, EMAIL]","[EMAIL, PHONE, DATE/DOB]","[{""text"": ""Lily Scott"", ""label"": ""PERSON"", ""start"": 26, ""end"": 36, ""source"": ""spacy""}, {""text"": ""646"", ""label"": ""CARDINAL"", ""start"": 112, ""end"": 115, ""source"": ""spacy""}, {""text"": ""Queens"", ""label"": ""GPE"", ""start"": 140, ""end"": 146, ""source"": ""spacy""}, {""text"": ""lily.scott@quantum.dev"", ""label"": ""EMAIL"", ""start"": 79, ""end"": 101, ""source"": ""regex""}, {""text"": ""646-555-7733"", ""label"": ""PHONE"", ""start"": 112, ""end"": 124, ""source"": ""regex""}]"
"I told them my IP 172.20.5.6, my email owen.adams@greenenergy.io, my age 39, and that I work at Green Energy in Dallas.","[IP, EMAIL, age, company, location]",[EMAIL],[EMAIL],"[{""text"": ""age 39"", ""label"": ""DATE"", ""start"": 69, ""end"": 75, ""source"": ""spacy""}, {""text"": ""Green Energy"", ""label"": ""ORG"", ""start"": 96, ""end"": 108, ""source"": ""spacy""}, {""text"": ""Dallas"", ""label"": ""GPE"", ""start"": 112, ""end"": 118, ""source"": ""spacy""}, {""text"": ""owen.adams@greenenergy.io"", ""label"": ""EMAIL"", ""start"": 39, ""end"": 64, ""source"": ""regex""}, {""text"": ""172.20.5.6"", ""label"": ""IP_ADDRESS"", ""start"": 18, ""end"": 28, ""source"": ""regex""}]"
"I mentioned my DOB 1979-03-17, phone 617-555-0021, email aria.b@sunlight.org, and my name is Aria Baker.","[DATE/DOB, PHONE, EMAIL, NAME]","[PHONE, EMAIL]","[EMAIL, PHONE, DATE/DOB]","[{""text"": ""DOB"", ""label"": ""ORG"", ""start"": 15, ""end"": 18, ""source"": ""spacy""}, {""text"": ""1979-03-17"", ""label"": ""DATE"", ""start"": 19, ""end"": 29, ""source"": ""spacy""}, {""text"": ""617"", ""label"": ""CARDINAL"", ""start"": 37, ""end"": 40, ""source"": ""spacy""}, {""text"": ""Aria Baker"", ""label"": ""PERSON"", ""start"": 93, ""end"": 103, ""source"": ""spacy""}, {""text"": ""aria.b@sunlight.org"", ""label"": ""EMAIL"", ""start"": 57, ""end"": 76, ""source"": ""regex""}, {""text"": ""617-555-0021"", ""label"": ""PHONE"", ""start"": 37, ""end"": 49, ""source"": ""regex""}]"
"I shared my SSN 213-44-5567, my Mastercard ending 3101, my email henry.n@vertex.cloud, my IP 192.168.2.9, and my name Henry Nelson.","[SSN, CREDIT_CARD, EMAIL, IP, NAME]",[EMAIL],"[EMAIL, CREDIT_CARD, SSN]","[{""text"": ""SSN"", ""label"": ""ORG"", ""start"": 12, ""end"": 15, ""source"": ""spacy""}, {""text"": ""213"", ""label"": ""CARDINAL"", ""start"": 16, ""end"": 19, ""source"": ""spacy""}, {""text"": ""Mastercard"", ""label"": ""ORG"", ""start"": 32, ""end"": 42, ""source"": ""spacy""}, {""text"": ""3101"", ""label"": ""DATE"", ""start"": 50, ""end"": 54, ""source"": ""spacy""}, {""text"": ""IP 192.168.2.9"", ""label"": ""ORG"", ""start"": 90, ""end"": 104, ""source"": ""spacy""}, {""text"": ""Henry Nelson"", ""label"": ""PERSON"", ""start"": 118, ""end"": 130, ""source"": ""spacy""}, {""text"": ""henry.n@vertex.cloud"", ""label"": ""EMAIL"", ""start"": 65, ""end"": 85, ""source"": ""regex""}, {""text"": ""192.168.2.9"", ""label"": ""IP_ADDRESS"", ""start"": 93, ""end"": 104, ""source"": ""regex""}, {""text"": ""213-44-5567"", ""label"": ""SSN"", ""start"": 16, ""end"": 27, ""source"": ""regex""}]"
"I said my phone 646-555-6120, my email mila.carter@oriondata.ai, my age is 31, and I live in Brooklyn.","[PHONE, EMAIL, age, location]","[PHONE, EMAIL]","[EMAIL, PHONE]","[{""text"": ""646"", ""label"": ""CARDINAL"", ""start"": 16, ""end"": 19, ""source"": ""spacy""}, {""text"": ""31"", ""label"": ""DATE"", ""start"": 75, ""end"": 77, ""source"": ""spacy""}, {""text"": ""Brooklyn"", ""label"": ""GPE"", ""start"": 93, ""end"": 101, ""source"": ""spacy""}, {""text"": ""mila.carter@oriondata.ai"", ""label"": ""EMAIL"", ""start"": 39, ""end"": 63, ""source"": ""regex""}, {""text"": ""646-555-6120"", ""label"": ""PHONE"", ""start"": 16, ""end"": 28, ""source"": ""regex""}]"
"I told support I'm Wyatt Perez, my date of birth is 06/06/1990, my email wyatt.p@horizonmedia.io, and my phone is 213-555-7721.","[NAME, DATE/DOB, EMAIL, PHONE]","[PHONE, EMAIL]","[EMAIL, PHONE, DATE/DOB]","[{""text"": ""Wyatt Perez"", ""label"": ""PERSON"", ""start"": 19, ""end"": 30, ""source"": ""spacy""}, {""text"": ""06/06/1990"", ""label"": ""PERSON"", ""start"": 52, ""end"": 62, ""source"": ""spacy""}, {""text"": ""213"", ""label"": ""CARDINAL"", ""start"": 114, ""end"": 117, ""source"": ""spacy""}, {""text"": ""wyatt.p@horizonmedia.io"", ""label"": ""EMAIL"", ""start"": 73, ""end"": 96, ""source"": ""regex""}, {""text"": ""213-555-7721"", ""label"": ""PHONE"", ""start"": 114, ""end"": 126, ""source"": ""regex""}]"
"Earlier I shared my SSN 777-88-9900, my Visa ending 8812, my IP 198.51.100.101, my email layla.t@apexlogistics.io, and that I work at Apex Logistics.","[SSN, CREDIT_CARD, IP, EMAIL, company]",[EMAIL],"[EMAIL, CREDIT_CARD, SSN]","[{""text"": ""SSN"", ""label"": ""ORG"", ""start"": 20, ""end"": 23, ""source"": ""spacy""}, {""text"": ""777-88-9900"", ""label"": ""PRODUCT"", ""start"": 24, ""end"": 35, ""source"": ""spacy""}, {""text"": ""Visa"", ""label"": ""ORG"", ""start"": 40, ""end"": 44, ""source"": ""spacy""}, {""text"": ""IP 198.51.100.101"", ""label"": ""ORG"", ""start"": 61, ""end"": 78, ""source"": ""spacy""}, {""text"": ""Apex Logistics"", ""label"": ""ORG"", ""start"": 134, ""end"": 148, ""source"": ""spacy""}, {""text"": ""layla.t@apexlogistics.io"", ""label"": ""EMAIL"", ""start"": 89, ""end"": 113, ""source"": ""regex""}, {""text"": ""198.51.100.101"", ""label"": ""IP_ADDRESS"", ""start"": 64, ""end"": 78, ""source"": ""regex""}, {""text"": ""777-88-9900"", ""label"": ""SSN"", ""start"": 24, ""end"": 35, ""source"": ""regex""}]"
"I mentioned I'm Sebastian Phillips, phone 415-555-7338, email seb.phillips@blueskytech.com, DOB 1993-01-24, and I live in San Mateo.","[NAME, PHONE, EMAIL, DATE/DOB, location]","[PHONE, EMAIL]","[EMAIL, PHONE, DATE/DOB]","[{""text"": ""Sebastian Phillips"", ""label"": ""PERSON"", ""start"": 16, ""end"": 34, ""source"": ""spacy""}, {""text"": ""415"", ""label"": ""CARDINAL"", ""start"": 42, ""end"": 45, ""source"": ""spacy""}, {""text"": ""DOB"", ""label"": ""ORG"", ""start"": 92, ""end"": 95, ""source"": ""spacy""}, {""text"": ""1993-01-24"", ""label"": ""DATE"", ""start"": 96, ""end"": 106, ""source"": ""spacy""}, {""text"": ""San Mateo"", ""label"": ""GPE"", ""start"": 122, ""end"": 131, ""source"": ""spacy""}, {""text"": ""seb.phillips@blueskytech.com"", ""label"": ""EMAIL"", ""start"": 62, ""end"": 90, ""source"": ""regex""}, {""text"": ""415-555-7338"", ""label"": ""PHONE"", ""start"": 42, ""end"": 54, ""source"": ""regex""}]"
"I said my IP 10.10.0.44, my email avery.campbell@novahealth.ai, my age is 27, sex male, and I work at Nova Health in Seattle.","[IP, EMAIL, age, sex, company, location]",[EMAIL],[EMAIL],"[{""text"": ""27"", ""label"": ""DATE"", ""start"": 74, ""end"": 76, ""source"": ""spacy""}, {""text"": ""Nova Health"", ""label"": ""ORG"", ""start"": 102, ""end"": 113, ""source"": ""spacy""}, {""text"": ""Seattle"", ""label"": ""GPE"", ""start"": 117, ""end"": 124, ""source"": ""spacy""}, {""text"": ""avery.campbell@novahealth.ai"", ""label"": ""EMAIL"", ""start"": 34, ""end"": 62, ""source"": ""regex""}, {""text"": ""10.10.0.44"", ""label"": ""IP_ADDRESS"", ""start"": 13, ""end"": 23, ""source"": ""regex""}]"
"I told them my SSN 112-23-4456, card ending 7781, my phone 312-555-1189, my email julian.parker@orionlabs.ai, and DOB 04/04/1992.","[SSN, CREDIT_CARD, PHONE, EMAIL, DATE/DOB]","[PHONE, EMAIL]","[EMAIL, PHONE, CREDIT_CARD, DATE/DOB, SSN]","[{""text"": ""312"", ""label"": ""CARDINAL"", ""start"": 59, ""end"": 62, ""source"": ""spacy""}, {""text"": ""DOB 04/04/1992"", ""label"": ""ORG"", ""start"": 114, ""end"": 128, ""source"": ""spacy""}, {""text"": ""julian.parker@orionlabs.ai"", ""label"": ""EMAIL"", ""start"": 82, ""end"": 108, ""source"": ""regex""}, {""text"": ""312-555-1189"", ""label"": ""PHONE"", ""start"": 59, ""end"": 71, ""source"": ""regex""}, {""text"": ""112-23-4456"", ""label"": ""SSN"", ""start"": 19, ""end"": 30, ""source"": ""regex""}]"
"Earlier I shared my name is Camila Evans, my email camila.evans@greenspark.io, my phone 415-555-9032, and that I live in Palo Alto.","[NAME, EMAIL, PHONE, location]","[PHONE, EMAIL]","[EMAIL, PHONE]","[{""text"": ""Camila Evans"", ""label"": ""ORG"", ""start"": 28, ""end"": 40, ""source"": ""spacy""}, {""text"": ""415"", ""label"": ""CARDINAL"", ""start"": 88, ""end"": 91, ""source"": ""spacy""}, {""text"": ""Palo Alto"", ""label"": ""GPE"", ""start"": 121, ""end"": 130, ""source"": ""spacy""}, {""text"": ""camila.evans@greenspark.io"", ""label"": ""EMAIL"", ""start"": 51, ""end"": 77, ""source"": ""regex""}, {""text"": ""415-555-9032"", ""label"": ""PHONE"", ""start"": 88, ""end"": 100, ""source"": ""regex""}]"
"I mentioned my IP 172.16.32.9, my age 42, sex male, my email isaac.edwards@quantum.dev, and that I work at Quantum Systems in Austin.","[IP, age, sex, EMAIL, company, location]",[EMAIL],[EMAIL],"[{""text"": ""IP 172.16.32.9"", ""label"": ""ORG"", ""start"": 15, ""end"": 29, ""source"": ""spacy""}, {""text"": ""age 42"", ""label"": ""DATE"", ""start"": 34, ""end"": 40, ""source"": ""spacy""}, {""text"": ""Quantum Systems"", ""label"": ""ORG"", ""start"": 107, ""end"": 122, ""source"": ""spacy""}, {""text"": ""Austin"", ""label"": ""GPE"", ""start"": 126, ""end"": 132, ""source"": ""spacy""}, {""text"": ""isaac.edwards@quantum.dev"", ""label"": ""EMAIL"", ""start"": 61, ""end"": 86, ""source"": ""regex""}, {""text"": ""172.16.32.9"", ""label"": ""IP_ADDRESS"", ""start"": 18, ""end"": 29, ""source"": ""regex""}]"
"I said my DOB is 1988-09-10, my email scarlett.c@orioncloud.dev, my phone 718-555-7701, and my name is Scarlett Collins.","[DATE/DOB, EMAIL, PHONE, NAME]","[PHONE, EMAIL]","[EMAIL, PHONE, DATE/DOB]","[{""text"": ""DOB"", ""label"": ""ORG"", ""start"": 10, ""end"": 13, ""source"": ""spacy""}, {""text"": ""1988-09-10"", ""label"": ""DATE"", ""start"": 17, ""end"": 27, ""source"": ""spacy""}, {""text"": ""718-555-7701"", ""label"": ""PRODUCT"", ""start"": 74, ""end"": 86, ""source"": ""spacy""}, {""text"": ""Scarlett Collins"", ""label"": ""PERSON"", ""start"": 103, ""end"": 119, ""source"": ""spacy""}, {""text"": ""scarlett.c@orioncloud.dev"", ""label"": ""EMAIL"", ""start"": 38, ""end"": 63, ""source"": ""regex""}, {""text"": ""718-555-7701"", ""label"": ""PHONE"", ""start"": 74, ""end"": 86, ""source"": ""regex""}]"
"I told support my SSN 998-45-2211, my card ending 6620, my email gabriel.stewart@vertex.ai, and my IP 203.0.113.7.","[SSN, CREDIT_CARD, EMAIL, IP]",[EMAIL],"[EMAIL, CREDIT_CARD, SSN]","[{""text"": ""SSN"", ""label"": ""ORG"", ""start"": 18, ""end"": 21, ""source"": ""spacy""}, {""text"": ""998"", ""label"": ""CARDINAL"", ""start"": 22, ""end"": 25, ""source"": ""spacy""}, {""text"": ""6620"", ""label"": ""DATE"", ""start"": 50, ""end"": 54, ""source"": ""spacy""}, {""text"": ""IP 203.0.113.7"", ""label"": ""ORG"", ""start"": 99, ""end"": 113, ""source"": ""spacy""}, {""text"": ""gabriel.stewart@vertex.ai"", ""label"": ""EMAIL"", ""start"": 65, ""end"": 90, ""source"": ""regex""}, {""text"": ""203.0.113.7"", ""label"": ""IP_ADDRESS"", ""start"": 102, ""end"": 113, ""source"": ""regex""}, {""text"": ""998-45-2211"", ""label"": ""SSN"", ""start"": 22, ""end"": 33, ""source"": ""regex""}]"
"Earlier I mentioned my name Victoria Sanchez, my phone 917-555-0065, my email victoria@sunriseenergy.com, and that I live in Manhattan.","[NAME, PHONE, EMAIL, location]","[PHONE, EMAIL]","[EMAIL, PHONE]","[{""text"": ""Victoria Sanchez"", ""label"": ""PERSON"", ""start"": 28, ""end"": 44, ""source"": ""spacy""}, {""text"": ""917"", ""label"": ""CARDINAL"", ""start"": 55, ""end"": 58, ""source"": ""spacy""}, {""text"": ""Manhattan"", ""label"": ""GPE"", ""start"": 125, ""end"": 134, ""source"": ""spacy""}, {""text"": ""victoria@sunriseenergy.com"", ""label"": ""EMAIL"", ""start"": 78, ""end"": 104, ""source"": ""regex""}, {""text"": ""917-555-0065"", ""label"": ""PHONE"", ""start"": 55, ""end"": 67, ""source"": ""regex""}]"
"I said my date of birth is 05/02/1995, my email anthony.m@apexanalytics.io, my phone 646-555-1002, and my IP 10.0.0.99.","[DATE/DOB, EMAIL, PHONE, IP]","[PHONE, EMAIL]","[EMAIL, PHONE, DATE/DOB]","[{""text"": ""05/02/1995"", ""label"": ""LOC"", ""start"": 27, ""end"": 37, ""source"": ""spacy""}, {""text"": ""646"", ""label"": ""CARDINAL"", ""start"": 85, ""end"": 88, ""source"": ""spacy""}, {""text"": ""10.0.0.99"", ""label"": ""DATE"", ""start"": 109, ""end"": 118, ""source"": ""spacy""}, {""text"": ""anthony.m@apexanalytics.io"", ""label"": ""EMAIL"", ""start"": 48, ""end"": 74, ""source"": ""regex""}, {""text"": ""646-555-1002"", ""label"": ""PHONE"", ""start"": 85, ""end"": 97, ""source"": ""regex""}, {""text"": ""10.0.0.99"", ""label"": ""IP_ADDRESS"", ""start"": 109, ""end"": 118, ""source"": ""regex""}]"
"I told them my SSN 678-90-1234, my Mastercard ending 4412, my email penelope.rogers@greenfield.io, and my name is Penelope Rogers.","[SSN, CREDIT_CARD, EMAIL, NAME]",[EMAIL],"[EMAIL, CREDIT_CARD, SSN]","[{""text"": ""SSN"", ""label"": ""ORG"", ""start"": 15, ""end"": 18, ""source"": ""spacy""}, {""text"": ""678"", ""label"": ""CARDINAL"", ""start"": 19, ""end"": 22, ""source"": ""spacy""}, {""text"": ""Mastercard"", ""label"": ""ORG"", ""start"": 35, ""end"": 45, ""source"": ""spacy""}, {""text"": ""4412"", ""label"": ""DATE"", ""start"": 53, ""end"": 57, ""source"": ""spacy""}, {""text"": ""Penelope Rogers"", ""label"": ""ORG"", ""start"": 114, ""end"": 129, ""source"": ""spacy""}, {""text"": ""penelope.rogers@greenfield.io"", ""label"": ""EMAIL"", ""start"": 68, ""end"": 97, ""source"": ""regex""}, {""text"": ""678-90-1234"", ""label"": ""SSN"", ""start"": 19, ""end"": 30, ""source"": ""regex""}]"
"Earlier I shared my phone 202-555-4411, my email christopher.reed@oriondata.io, my DOB 1990-01-31, and that I live in Washington.","[PHONE, EMAIL, DATE/DOB, location]","[PHONE, EMAIL]","[EMAIL, PHONE, DATE/DOB]","[{""text"": ""202"", ""label"": ""CARDINAL"", ""start"": 26, ""end"": 29, ""source"": ""spacy""}, {""text"": ""DOB"", ""label"": ""ORG"", ""start"": 83, ""end"": 86, ""source"": ""spacy""}, {""text"": ""1990-01-31"", ""label"": ""DATE"", ""start"": 87, ""end"": 97, ""source"": ""spacy""}, {""text"": ""Washington"", ""label"": ""GPE"", ""start"": 118, ""end"": 128, ""source"": ""spacy""}, {""text"": ""christopher.reed@oriondata.io"", ""label"": ""EMAIL"", ""start"": 49, ""end"": 78, ""source"": ""regex""}, {""text"": ""202-555-4411"", ""label"": ""PHONE"", ""start"": 26, ""end"": 38, ""source"": ""regex""}]"
"I mentioned my IP 192.168.10.10, my email aurora.cook@bluesky.io, my age 25, sex female, and I work at BlueSky Tech in Denver.","[IP, EMAIL, age, sex, company, location]",[EMAIL],[EMAIL],"[{""text"": ""IP 192.168.10.10"", ""label"": ""ORG"", ""start"": 15, ""end"": 31, ""source"": ""spacy""}, {""text"": ""age 25"", ""label"": ""DATE"", ""start"": 69, ""end"": 75, ""source"": ""spacy""}, {""text"": ""BlueSky Tech"", ""label"": ""ORG"", ""start"": 103, ""end"": 115, ""source"": ""spacy""}, {""text"": ""Denver"", ""label"": ""GPE"", ""start"": 119, ""end"": 125, ""source"": ""spacy""}, {""text"": ""aurora.cook@bluesky.io"", ""label"": ""EMAIL"", ""start"": 42, ""end"": 64, ""source"": ""regex""}, {""text"": ""192.168.10.10"", ""label"": ""IP_ADDRESS"", ""start"": 18, ""end"": 31, ""source"": ""regex""}]"
"I said my SSN 321-22-1100, my Visa ending 5520, my phone 415-555-2280, my email nathan.bailey@vertex.dev, and DOB 03/03/1986.","[SSN, CREDIT_CARD, PHONE, EMAIL, DATE/DOB]","[PHONE, EMAIL]","[EMAIL, PHONE, CREDIT_CARD, DATE/DOB, SSN]","[{""text"": ""SSN"", ""label"": ""ORG"", ""start"": 10, ""end"": 13, ""source"": ""spacy""}, {""text"": ""321"", ""label"": ""CARDINAL"", ""start"": 14, ""end"": 17, ""source"": ""spacy""}, {""text"": ""Visa"", ""label"": ""ORG"", ""start"": 30, ""end"": 34, ""source"": ""spacy""}, {""text"": ""ending 5520"", ""label"": ""DATE"", ""start"": 35, ""end"": 46, ""source"": ""spacy""}, {""text"": ""415"", ""label"": ""CARDINAL"", ""start"": 57, ""end"": 60, ""source"": ""spacy""}, {""text"": ""DOB 03/03/1986"", ""label"": ""ORG"", ""start"": 110, ""end"": 124, ""source"": ""spacy""}, {""text"": ""nathan.bailey@vertex.dev"", ""label"": ""EMAIL"", ""start"": 80, ""end"": 104, ""source"": ""regex""}, {""text"": ""415-555-2280"", ""label"": ""PHONE"", ""start"": 57, ""end"": 69, ""source"": ""regex""}, {""text"": ""321-22-1100"", ""label"": ""SSN"", ""start"": 14, ""end"": 25, ""source"": ""regex""}]"
"I told them I'm Paisley Rivera, live in San Diego, my phone is 619-555-6022, my email paisley@novahealth.org, and my date of birth is 11/12/1996.","[NAME, location, PHONE, EMAIL, DATE/DOB]","[PHONE, EMAIL]","[EMAIL, PHONE, DATE/DOB]","[{""text"": ""Paisley Rivera"", ""label"": ""FAC"", ""start"": 16, ""end"": 30, ""source"": ""spacy""}, {""text"": ""San Diego"", ""label"": ""GPE"", ""start"": 40, ""end"": 49, ""source"": ""spacy""}, {""text"": ""619"", ""label"": ""CARDINAL"", ""start"": 63, ""end"": 66, ""source"": ""spacy""}, {""text"": ""11/12/1996"", ""label"": ""DATE"", ""start"": 134, ""end"": 144, ""source"": ""spacy""}, {""text"": ""paisley@novahealth.org"", ""label"": ""EMAIL"", ""start"": 86, ""end"": 108, ""source"": ""regex""}, {""text"": ""619-555-6022"", ""label"": ""PHONE"", ""start"": 63, ""end"": 75, ""source"": ""regex""}]"
